row_id,order_id,order_date,order_priority,order_quantity,sales,discount,ship_mode,profit,unit_price,shipping_cost,customer_name,province,region,customer_segment,product_category,product_sub-category,product_name,product_container,product_base_margin,ship_date,shipping_days,profit_margin_pct,is_loss_making
1629,11779,2010-06-29,Not Specified,43,452.93,0.09,Regular Air,-172.34,10.97,6.5,Alex Grayson,Quebec,Quebec,Consumer,Technology,Computer Peripherals,Micro Innovations 104 Keyboard,Small Box,0.64,2010-06-30,1,-38.05002980593027,True
1748,12515,2010-05-13,Medium,16,1702.499,0.08,Regular Air,133.45,125.99,5.99,Michael Stewart,Quebec,Quebec,Small Business,Technology,Telephones and Communication,i600,Small Box,0.56,2010-05-16,3,7.838477438165895,False
1754,12580,2010-01-13,Low,43,140.72,0.04,Regular Air,-115.53,3.28,3.97,Dave Poirier,Quebec,Quebec,Small Business,Office Supplies,Pens & Art Supplies,Newell 342,Wrap Bag,0.56,2010-01-15,2,-82.09920409323479,True
1795,12868,2011-03-01,Critical,31,53.33,0.09,Regular Air,-2.44,1.76,0.7,Muhammed Lee,Quebec,Quebec,Consumer,Office Supplies,Pens & Art Supplies,Newell 310,Wrap Bag,0.56,2011-03-02,1,-4.575285955372211,True
1809,12931,2012-04-24,Medium,11,653.92,0.02,Regular Air,52.89,59.76,9.71,Doug Jacobs,Quebec,Quebec,Home Office,Office Supplies,Storage & Organization,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Small Box,0.57,2012-04-25,1,8.088145338879373,False
1815,13027,2012-01-15,Critical,42,290.68,0.03,Regular Air,-93.5,6.78,6.18,Fred McMath,Quebec,Quebec,Small Business,Office Supplies,Paper,Strathmore Photo Mount Cards,Small Box,0.39,2012-01-17,2,-32.16595569010596,True
1873,13476,2010-10-16,Not Specified,47,231.29,0.09,Express Air,-147.86,4.91,5.68,Noel Staavos,Quebec,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Small Box,0.36,2010-10-18,2,-63.92840157378184,True
1891,13572,2012-05-17,Critical,7,40.11,0.07,Regular Air,-43.71,5.02,5.14,Pierre Wener,Quebec,Quebec,Home Office,Technology,Computer Peripherals,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.79,2012-05-18,1,-108.97531787584144,True
1916,13731,2010-05-09,Not Specified,10,44.08,0.08,Regular Air,6.79,4.48,1.22,Tom Prescott,Quebec,Quebec,Small Business,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,Wrap Bag,0.36,2010-05-12,3,15.403811252268603,False
1971,14112,2009-07-24,Low,1,68.45,0.02,Express Air,-25.76,50.98,13.66,Paul Lucas,Quebec,Quebec,Corporate,Office Supplies,Appliances,Eureka The BossÂ¨ Cordless Rechargeable Stick Vac,Small Box,0.58,2009-07-24,0,-37.63330898466033,True
1974,14114,2009-04-06,Critical,38,6532.48,0.01,Delivery Truck,538.52,170.98,35.89,Dave Poirier,Quebec,Quebec,Small Business,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Jumbo Box,0.66,2009-04-08,2,8.243729793279122,False
1975,14114,2009-04-06,Critical,41,241.9,0.05,Regular Air,-136.7,5.77,5.92,Dave Poirier,Quebec,Quebec,Small Business,Furniture,Office Furnishings,DAX Cubicle Frames - 8x10,Medium Box,0.55,2009-04-06,0,-56.510954940057864,True
2099,15009,2011-12-21,Not Specified,46,1200.13,0.09,Express Air,-7.8,28.15,8.99,Erica Hernandez,Quebec,Quebec,Small Business,Office Supplies,Pens & Art Supplies,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Small Pack,0.57,2011-12-23,2,-0.6499295909609791,True
2152,15399,2012-05-13,Critical,7,2202.45,0.01,Delivery Truck,-51.28,284.98,69.55,Benjamin Venier,Quebec,Quebec,Small Business,Furniture,Chairs & Chairmats,Global CommerceÂª Series High-Back Swivel/Tilt Chairs,Jumbo Drum,0.6,2012-05-15,2,-2.328316193330155,True
2218,16036,2012-01-05,Medium,28,169.22,0.05,Regular Air,-165.11,5.81,8.49,Harold Dahlen,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes Black Plastic Comb Bindings,Small Box,0.39,2012-01-07,2,-97.57120907694126,True
2219,16036,2012-01-05,Medium,10,1319.421,0.07,Regular Air,-268.87,155.99,8.08,Harold Dahlen,Quebec,Quebec,Corporate,Technology,Telephones and Communication,I888 World Phone,Small Box,0.6,2012-01-06,1,-20.377877872187877,True
2220,16036,2012-01-05,Medium,33,550.93,0.1,Regular Air,-141.6,17.7,9.47,Harold Dahlen,Quebec,Quebec,Corporate,Office Supplies,Storage & Organization,PortfileÂ¨ Personal File Boxes,Small Box,0.59,2012-01-06,1,-25.701994808777886,True
2374,17216,2012-05-27,Medium,7,2236.16,0.05,Delivery Truck,-99.16,320.98,58.95,Eric Barreto,Quebec,Quebec,Small Business,Furniture,Chairs & Chairmats,Hon 4070 Series PagodaÂª Round Back Stacking Chairs,Jumbo Drum,0.57,2012-05-28,1,-4.43438752146537,True
2436,17698,2012-05-13,High,43,1883.82,0.08,Regular Air,528.77,44.01,3.5,Michael Kennedy,Quebec,Quebec,Corporate,Office Supplies,Appliances,Acco SmartsocketÂ¨ Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Small Box,0.59,2012-05-15,2,28.069029949782887,False
2467,17953,2012-08-20,High,21,1490.56,0.01,Delivery Truck,-499.51,68.81,60.0,Troy Staebel,Quebec,Quebec,Small Business,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,2012-08-22,2,-33.511566122799486,True
2468,17953,2012-08-20,High,17,105.44,0.0,Regular Air,18.76,5.84,1.2,Troy Staebel,Quebec,Quebec,Small Business,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.55,2012-08-22,2,17.79210925644917,False
2472,17959,2012-09-09,Medium,28,1201.68,0.01,Regular Air,146.8,40.99,19.99,Doug Jacobs,Quebec,Quebec,Home Office,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Small Box,0.36,2012-09-12,3,12.216230610478664,False
2473,17959,2012-09-09,Medium,21,2784.57,0.05,Regular Air,847.06,136.98,24.49,Doug Jacobs,Quebec,Quebec,Home Office,Furniture,Office Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Large Box,0.59,2012-09-12,3,30.419777559910504,False
2478,18017,2010-03-25,Critical,22,5202.896,0.02,Delivery Truck,-715.78,296.18,54.12,Benjamin Venier,Quebec,Quebec,Small Business,Furniture,Tables,Hon 94000 Series Round Tables,Jumbo Box,0.76,2010-03-27,2,-13.757338220867764,True
2532,18373,2012-04-12,Critical,35,6608.24,0.09,Regular Air,2164.64,207.48,0.99,Tracy Poddar,Quebec,Quebec,Corporate,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Small Box,0.55,2012-04-12,0,32.75667953948404,False
2708,19558,2011-02-25,Low,2,7.98,0.04,Regular Air,-3.93,3.29,1.35,Ellis Ballard,Quebec,Quebec,Corporate,Office Supplies,Rubber Bands,AccoÂ¨ Hot ClipsÂª Clips to Go,Wrap Bag,0.4,2011-02-28,3,-49.24812030075188,True
2849,20518,2009-10-05,Critical,49,8252.361,0.07,Regular Air,2418.56,200.99,4.2,Paul Knutson,Quebec,Quebec,Corporate,Technology,Telephones and Communication,2160i,Small Box,0.59,2009-10-06,1,29.307491516670197,False
2850,20518,2009-10-05,Critical,7,2205.84,0.01,Delivery Truck,-313.13,297.48,18.06,Paul Knutson,Quebec,Quebec,Corporate,Technology,Office Machines,Panasonic KX-P3200 Dot Matrix Printer,Jumbo Drum,0.6,2009-10-06,1,-14.195499220251694,True
2877,20737,2011-12-25,Medium,15,3364.248,0.1,Delivery Truck,-693.23,286.85,61.76,Aaron Hawkins,Quebec,Quebec,Home Office,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,Jumbo Box,0.78,2011-12-27,2,-20.60579362758037,True
2897,20903,2009-05-20,High,4,442.99,0.04,Delivery Truck,-152.76,100.98,35.84,Elizabeth Moffitt,Quebec,Quebec,Consumer,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,0.62,2009-05-21,1,-34.48384839386893,True
2945,21344,2012-12-09,Low,29,587.2,0.08,Regular Air,134.25,20.89,1.99,Bobby Trafton,Quebec,Quebec,Corporate,Technology,Computer Peripherals,"IBM 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.48,2012-12-13,4,22.862738419618527,False
2946,21344,2012-12-09,Low,39,110.79,0.05,Regular Air,42.68,2.89,0.5,Bobby Trafton,Quebec,Quebec,Corporate,Office Supplies,Labels,Avery 498,Small Box,0.38,2012-12-18,9,38.52333243072479,False
2998,21606,2011-01-22,Not Specified,29,516.62,0.06,Regular Air,138.33,17.48,1.99,Troy Staebel,Quebec,Quebec,Small Business,Technology,Computer Peripherals,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",Small Pack,0.46,2011-01-23,1,26.775966861522978,False
3095,22183,2012-04-23,Medium,30,177.22,0.06,Regular Air,68.96,5.84,1.0,Speros Goranitis,Quebec,Quebec,Corporate,Office Supplies,Pens & Art Supplies,"Quartet OmegaÂ¨ Colored Chalk, 12/Pack",Wrap Bag,0.38,2012-04-24,1,38.91208667193319,False
3109,22338,2010-05-14,Medium,24,790.24,0.09,Regular Air,-213.18,35.77,9.02,Bill Tyler,Quebec,Quebec,Consumer,Technology,Computer Peripherals,"IBM Numeric Access II Keypad, 17-Key, Black",Small Box,0.75,2010-05-15,1,-26.976614699331847,True
3247,23268,2012-01-16,High,14,50.85,0.09,Express Air,-6.81,3.6,2.2,Pierre Wener,Quebec,Quebec,Home Office,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Wrap Bag,0.39,2012-01-18,2,-13.392330383480825,True
3287,23522,2011-04-11,Critical,20,1077.8085,0.06,Express Air,17.25,65.99,8.99,Alan Shonely,Quebec,Quebec,Small Business,Technology,Telephones and Communication,5180,Small Box,0.56,2011-04-13,2,1.6004698422771761,False
3288,23522,2011-04-11,Critical,19,2899.98,0.1,Regular Air,666.01,159.99,5.5,Alan Shonely,Quebec,Quebec,Small Business,Technology,Computer Peripherals,Gyration RF Keyboard,Small Box,0.49,2011-04-12,1,22.966020455313483,False
3289,23522,2011-04-11,Critical,36,233.38,0.1,Regular Air,-180.17,6.48,8.73,Alan Shonely,Quebec,Quebec,Small Business,Office Supplies,Paper,Xerox 227,Small Box,0.37,2011-04-13,2,-77.20027423086812,True
3349,23968,2011-03-04,Critical,19,127.48,0.05,Regular Air,-41.99,6.48,5.84,Tracy Poddar,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 226,Small Box,0.37,2011-03-07,3,-32.93850015688735,True
3458,24644,2009-07-28,Critical,40,2550.12,0.01,Express Air,882.45,60.97,4.5,Tony Molinari,Quebec,Quebec,Corporate,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Small Box,0.56,2009-07-30,2,34.60425391746271,False
3570,25472,2009-05-21,High,40,194.02,0.03,Regular Air,80.35,4.98,0.8,Bill Shonely,Quebec,Quebec,Small Business,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,Wrap Bag,0.36,2009-05-22,1,41.41325636532316,False
3629,25927,2009-04-22,Medium,14,422.83,0.02,Regular Air,-21.06,29.74,6.64,Rick Duston,Quebec,Quebec,Corporate,Office Supplies,Storage & Organization,Acco PermaÂ¨ 2700 Stacking Storage Drawers,Small Box,0.7,2009-04-22,0,-4.9807251141120545,True
3634,25955,2011-05-04,Not Specified,10,170.35,0.03,Regular Air,-39.92,16.06,8.34,Janet Martin,Quebec,Quebec,Corporate,Office Supplies,Storage & Organization,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Small Box,0.59,2011-05-06,2,-23.43410625183446,True
3668,26276,2010-09-12,Low,19,20329.8,0.0,Regular Air,9224.1,999.99,13.99,Janet Martin,Quebec,Quebec,Corporate,Technology,Office Machines,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Medium Box,0.36,2010-09-16,4,45.3723105982351,False
3676,26306,2012-10-30,Low,15,2567.64,0.0,Regular Air,-505.98,209.37,69.0,Brendan Murry,Quebec,Quebec,Corporate,Furniture,Tables,Hon 2111 InvitationÂª Series Corner Table,Large Box,0.79,2012-11-04,5,-19.706033556105996,True
3739,26724,2009-02-06,Critical,2,1838.18,0.09,Regular Air,-2531.48,999.99,13.99,Bobby Elias,Quebec,Quebec,Small Business,Technology,Office Machines,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Medium Box,0.36,2009-02-08,2,-137.71665451696788,True
3749,26784,2010-07-23,Critical,12,1466.95,0.02,Delivery Truck,-64.14,120.98,30.0,Christy Brittain,Quebec,Quebec,Consumer,Furniture,Chairs & Chairmats,Hon Every-DayÂ¨ Chair Series Swivel Task Chairs,Jumbo Drum,0.64,2010-07-24,1,-4.372337162139132,True
3750,26784,2010-07-23,Critical,33,440.23,0.09,Regular Air,-37.94,13.99,7.51,Christy Brittain,Quebec,Quebec,Consumer,Technology,Office Machines,Sharp EL500L Fraction Calculator,Medium Box,0.39,2010-07-24,1,-8.618222292892352,True
3765,26912,2012-04-27,Low,18,3136.2025,0.07,Regular Air,439.78,205.99,5.26,Noel Staavos,Quebec,Quebec,Home Office,Technology,Telephones and Communication,i470,Small Box,0.56,2012-05-01,4,14.022691455669715,False
3776,26949,2009-08-15,Critical,48,460.69,0.06,Regular Air,-103.48,9.48,7.29,Aaron Hawkins,Quebec,Quebec,Home Office,Furniture,Office Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Small Pack,0.45,2009-08-17,2,-22.46195923506045,True
3845,27430,2011-01-31,High,12,82.64,0.1,Regular Air,0.35,7.08,2.35,Anthony Garverick,Quebec,Quebec,Small Business,Office Supplies,Pens & Art Supplies,SANFORD Major AccentÂª Highlighters,Wrap Bag,0.47,2011-02-01,1,0.4235237173281704,False
3949,28161,2009-06-15,Not Specified,10,784.08,0.02,Delivery Truck,-222.77,70.98,46.74,Chuck Sachs,Quebec,Quebec,Consumer,Furniture,Bookcases,"Hon Metal Bookcases, Putty",Jumbo Box,0.56,2009-06-16,1,-28.411641669217424,True
3951,28161,2009-06-15,Not Specified,41,1085.61,0.04,Regular Air,-33.32,27.48,4.0,Chuck Sachs,Quebec,Quebec,Consumer,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,Small Box,0.75,2009-06-17,2,-3.069242177209127,True
4070,28992,2011-09-19,Critical,41,6863.95,0.1,Express Air,1662.92,178.47,19.99,Craig Yedwab,Quebec,Quebec,Consumer,Office Supplies,Storage & Organization,"Hot FileÂ¨ 7-Pocket, Floor Stand",Small Box,0.55,2011-09-20,1,24.226866454446785,False
4130,29349,2010-06-10,High,33,162.39,0.1,Regular Air,-101.68,5.28,5.57,Bobby Trafton,Quebec,Quebec,Small Business,Office Supplies,Paper,Xerox 1981,Small Box,0.4,2010-06-12,2,-62.6146930229694,True
4131,29350,2009-08-25,High,47,2519.55,0.05,Regular Air,592.53,52.4,16.11,Eric Barreto,Quebec,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,Ibico Laser Imprintable Binding System Covers,Small Box,0.39,2009-08-27,2,23.517294755015776,False
4133,29350,2009-08-25,High,46,1634.17,0.05,Express Air,232.8,36.55,13.89,Eric Barreto,Quebec,Quebec,Consumer,Office Supplies,Pens & Art Supplies,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Wrap Bag,0.41,2009-08-26,1,14.245763904612126,False
4152,29473,2012-02-15,Medium,40,13367.82,0.0,Delivery Truck,-774.89,320.64,29.2,Katrina Willman,Quebec,Quebec,Consumer,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Jumbo Box,0.66,2012-02-16,1,-5.796681882311401,True
4225,30023,2010-10-15,Low,34,16193.16,0.02,Delivery Truck,6463.34,449.99,49.0,Giulietta Dortch,Quebec,Quebec,Consumer,Technology,Copiers and Fax,Canon PC940 Copier,Jumbo Drum,0.38,2010-10-19,4,39.91401307712639,False
4241,30150,2010-10-04,Critical,30,443.46,0.06,Regular Air,193.12,15.57,1.39,Aaron Hawkins,Quebec,Quebec,Home Office,Office Supplies,Envelopes,Park RidgeÂª Embossed Executive Business Envelopes,Small Box,0.38,2010-10-05,1,43.54845983854237,False
4242,30151,2011-01-29,Not Specified,31,792.76,0.02,Regular Air,33.37,24.92,12.98,Karl Brown,Quebec,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,Small Box,0.39,2011-01-31,2,4.209344568343508,False
4251,30276,2011-08-26,Low,44,1453.704,0.0,Regular Air,549.84,35.99,1.1,Carlos Meador,Quebec,Quebec,Corporate,Technology,Telephones and Communication,Accessory35,Small Box,0.55,2011-08-30,4,37.82338082580773,False
4252,30276,2011-08-26,Low,34,7656.304,0.1,Delivery Truck,-715.78,296.18,54.12,Carlos Meador,Quebec,Quebec,Corporate,Furniture,Tables,Hon 94000 Series Round Tables,Jumbo Box,0.76,2011-08-30,4,-9.348897326960893,True
4254,30279,2011-12-07,Critical,25,1412.98,0.1,Regular Air,324.96,60.97,4.5,Ellis Ballard,Quebec,Quebec,Corporate,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Small Box,0.56,2011-12-07,0,22.998202380783873,False
4255,30279,2011-12-07,Critical,39,19539.94,0.06,Delivery Truck,4914.24,517.48,16.63,Ellis Ballard,Quebec,Quebec,Corporate,Technology,Office Machines,Panasonic KX-P3626 Dot Matrix Printer,Jumbo Box,0.59,2011-12-08,1,25.149718985831075,False
4587,32640,2012-09-15,High,18,126.69,0.04,Regular Air,-35.56,6.81,5.48,Peter McVee,Quebec,Quebec,Small Business,Office Supplies,Binders and Binder Accessories,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Small Box,0.37,2012-09-17,2,-28.068513694845688,True
4588,32640,2012-09-15,High,12,162.11,0.04,Express Air,3.91,12.28,6.47,Peter McVee,Quebec,Quebec,Small Business,Office Supplies,Paper,Xerox 1881,Small Box,0.38,2012-09-17,2,2.4119425081734622,False
4621,32902,2012-03-03,High,34,145.48,0.03,Express Air,32.43,4.26,1.2,Corey Lock,Quebec,Quebec,Home Office,Office Supplies,Pens & Art Supplies,"Dixon PrangÂ¨ Watercolor Pencils, 10-Color Set with Brush",Wrap Bag,0.44,2012-03-04,1,22.29172394830905,False
4631,32965,2011-02-24,High,25,2427.25,0.1,Regular Air,227.67,99.99,19.99,Michael Paige,Quebec,Quebec,Small Business,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,2011-02-25,1,9.379750746729838,False
4639,33025,2009-01-24,Low,5,318.31,0.08,Regular Air,-19.06,67.84,0.99,Debra Catini,Quebec,Quebec,Small Business,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,Small Box,0.58,2009-01-29,5,-5.98787345669316,True
4655,33154,2010-08-03,Critical,7,368.0245,0.09,Regular Air,-218.81,65.99,4.2,Harold Dahlen,Quebec,Quebec,Corporate,Technology,Telephones and Communication,5170,Small Box,0.59,2010-08-06,3,-59.45528083048819,True
4673,33253,2011-11-30,Not Specified,6,24.2,0.08,Regular Air,-5.2,4.13,1.17,Katherine Murray,Quebec,Quebec,Home Office,Office Supplies,Pens & Art Supplies,Newell 31,Wrap Bag,0.57,2011-12-02,2,-21.487603305785125,True
4733,33699,2009-07-26,Low,13,1619.51,0.05,Delivery Truck,-722.23,122.99,70.2,Troy Staebel,Quebec,Quebec,Small Business,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,2009-07-30,4,-44.59558755426024,True
4747,33761,2012-08-04,High,45,463.93,0.06,Regular Air,29.96,10.48,2.89,Pierre Wener,Quebec,Quebec,Home Office,Office Supplies,Pens & Art Supplies,Staples Battery-Operated Desktop Pencil Sharpener,Small Pack,0.6,2012-08-05,1,6.457870799474058,False
4757,33797,2009-01-11,Not Specified,29,138.17,0.05,Express Air,-103.78,4.14,6.6,Bradley Drucker,Quebec,Quebec,Small Business,Furniture,Office Furnishings,Eldon Image Series Black Desk Accessories,Small Box,0.49,2009-01-13,2,-75.11037128175437,True
4758,33797,2009-01-11,Not Specified,18,216.87,0.03,Regular Air,30.53,11.34,5.01,Bradley Drucker,Quebec,Quebec,Small Business,Office Supplies,Paper,Xerox 188,Small Box,0.36,2009-01-11,0,14.077557984045741,False
4826,34309,2012-09-06,High,16,75.77,0.0,Regular Air,-56.62,4.37,5.15,Fred McMath,Quebec,Quebec,Small Business,Office Supplies,Appliances,"Eureka Sanitaire Â¨ Multi-Pro Heavy-Duty Upright, Disposable Bags",Small Box,0.59,2012-09-08,2,-74.7261449122344,True
4859,34595,2012-07-19,Medium,12,488.65,0.07,Regular Air,19.83,40.99,17.48,Dave Poirier,Quebec,Quebec,Small Business,Office Supplies,Paper,Xerox 1893,Small Box,0.36,2012-07-20,1,4.058119308298373,False
4872,34662,2012-01-10,Critical,35,12741.81,0.09,Delivery Truck,95.06,370.98,99.0,Darrin Sayre,Quebec,Quebec,Consumer,Office Supplies,Storage & Organization,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Jumbo Drum,0.65,2012-01-12,2,0.7460478534839242,False
4874,34689,2009-11-23,Low,36,572.4,0.07,Regular Air,-39.5,16.91,6.25,Brad Thomas,Quebec,Quebec,Home Office,Office Supplies,Storage & Organization,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Small Box,0.58,2009-11-30,7,-6.900768693221524,True
4878,34694,2011-04-28,Low,11,55.49,0.04,Regular Air,-37.32,4.48,7.24,Elizabeth Moffitt,Quebec,Quebec,Consumer,Furniture,Office Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",Small Box,0.54,2011-04-28,0,-67.2553613263651,True
4883,34725,2011-07-27,Low,14,1885.41,0.08,Regular Air,-524.74,138.14,35.0,Fred McMath,Quebec,Quebec,Small Business,Office Supplies,Storage & Organization,"SAFCO Commercial Wire Shelving, Black",Large Box,0.39,2011-07-29,2,-27.83161222227526,True
4960,35296,2011-03-21,Low,7,407.8725,0.02,Regular Air,-165.63,65.99,3.99,Evan Henry,Quebec,Quebec,Corporate,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,2011-03-23,2,-40.608278322269825,True
4990,35494,2011-02-14,Medium,18,1731.104,0.01,Regular Air,-270.57,111.96,69.0,Joni Wasserman,Quebec,Quebec,Consumer,Furniture,Tables,Hon 4060 Series Tables,Large Box,0.63,2011-02-15,1,-15.629910161376786,True
5030,35845,2011-01-06,High,15,5713.48,0.05,Delivery Truck,-712.53,376.13,85.63,Deanra Eno,Quebec,Quebec,Corporate,Furniture,Tables,Bretford Rectangular Conference Table Tops,Jumbo Box,0.74,2011-01-08,2,-12.471033415711616,True
5036,35905,2012-02-19,Low,20,37.4,0.09,Express Air,-17.18,1.68,1.57,Deanra Eno,Quebec,Quebec,Corporate,Office Supplies,Pens & Art Supplies,Newell 323,Wrap Bag,0.59,2012-02-24,5,-45.93582887700535,True
5240,37287,2012-11-01,Low,22,2052.2655,0.04,Regular Air,371.4,110.99,2.5,Brad Thomas,Quebec,Quebec,Corporate,Technology,Telephones and Communication,T18,Small Box,0.57,2012-11-05,4,18.097073697335944,False
5263,37443,2010-04-15,Not Specified,21,2172.702,0.01,Regular Air,481.74,115.99,2.5,Mark Packer,Quebec,Quebec,Small Business,Technology,Telephones and Communication,6160,Small Box,0.57,2010-04-17,2,22.172391796021724,False
5299,37731,2009-11-04,Critical,25,88.37,0.09,Regular Air,33.68,3.75,0.5,Pierre Wener,Quebec,Quebec,Home Office,Office Supplies,Labels,Avery 496,Small Box,0.37,2009-11-06,2,38.11248161140659,False
5310,37792,2011-12-29,High,14,36.74,0.09,Regular Air,-5.36,2.78,0.97,Eleni McCrary,Quebec,Quebec,Corporate,Office Supplies,Pens & Art Supplies,Newell 339,Wrap Bag,0.59,2011-12-30,1,-14.589003810560696,True
5334,37893,2011-11-24,Not Specified,14,436.78,0.04,Regular Air,25.69,29.99,5.5,Bart Folk,Quebec,Quebec,Corporate,Technology,Computer Peripherals,Logitech Cordless Access Keyboard,Small Box,0.51,2011-11-25,1,5.881679564082605,False
5399,38372,2010-05-15,High,46,1053.84,0.0,Regular Air,-632.16,20.98,21.2,Dean Percer,Quebec,Quebec,Consumer,Furniture,Office Furnishings,36X48 HARDFLOOR CHAIRMAT,Medium Box,0.78,2010-05-15,0,-59.986335686631755,True
5427,38564,2009-11-02,Critical,37,9517.6,0.09,Delivery Truck,-1262.44,280.98,57.0,Sylvia Foulston,Quebec,Quebec,Home Office,Furniture,Chairs & Chairmats,Hon 2090 ÃPillow SoftÃ Series Mid Back Swivel/Tilt Chairs,Jumbo Drum,0.78,2009-11-05,3,-13.264268302933512,True
5477,38912,2012-10-28,Low,46,6943.94,0.01,Regular Air,608.9,152.48,4.0,Ben Peterman,Quebec,Quebec,Corporate,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box,0.79,2012-10-30,2,8.768796965411568,False
5493,38976,2010-12-25,Critical,46,944.76,0.03,Regular Air,165.46,19.98,8.68,Paul Knutson,Quebec,Quebec,Corporate,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.37,2010-12-27,2,17.51344256742453,False
5503,39040,2009-05-21,Critical,26,1204.5095,0.03,Regular Air,-221.25,55.99,5.0,Astrea Jones,Quebec,Quebec,Corporate,Technology,Telephones and Communication,Accessory36,Small Pack,0.83,2009-05-22,1,-18.368472809886516,True
5530,39169,2011-08-26,Medium,5,24.91,0.0,Regular Air,-0.9,4.84,0.71,Noel Staavos,Quebec,Quebec,Home Office,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52,2011-08-27,1,-3.6130068245684464,True
5538,39238,2010-09-26,Critical,9,373.48,0.1,Express Air,112.06,40.98,2.99,Tracy Poddar,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Small Box,0.36,2010-09-27,1,30.00428403127343,False
5567,39426,2009-05-26,Critical,21,56.21,0.05,Regular Air,12.71,2.62,0.8,Sara Luxemburg,Quebec,Quebec,Small Business,Office Supplies,Rubber Bands,Staples Metal Binder Clips,Wrap Bag,0.39,2009-05-27,1,22.611634940402062,False
5613,39780,2009-06-07,Low,33,1683.69,0.02,Regular Air,809.97,48.04,5.79,Chuck Sachs,Quebec,Quebec,Consumer,Office Supplies,Paper,Xerox 1937,Small Box,0.37,2009-06-14,7,48.10683676923899,False
5653,40005,2010-07-25,High,9,130.43,0.03,Regular Air,-8.7,13.48,4.51,Mark Packer,Quebec,Quebec,Small Business,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.59,2010-07-25,0,-6.670244575634439,True
5829,41350,2010-05-08,Medium,1,423.3,0.01,Regular Air,-259.01,419.19,19.99,Erica Hernandez,Quebec,Quebec,Small Business,Office Supplies,Storage & Organization,Smead Adjustable Mobile File Trolley with Lockable Top,Small Box,0.58,2010-05-09,1,-61.18828254193243,True
